                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    154,                0.50527,                0.45225,                 1.0213,                 0.9549,                0.89414,                0.96843,                0.82773,                0.60979,                 0.4313,                 1.1752,              0.0011653,              0.0011653,              0.0011653
                    155,                0.49779,                0.43569,                 1.0184,                0.96702,                0.94921,                0.98333,                0.84277,                0.58494,                 0.3973,                 1.1475,               0.001162,               0.001162,               0.001162
                    156,                0.49624,                0.44024,                 1.0239,                0.95366,                0.93226,                0.97087,                0.83354,                0.59991,                0.42487,                 1.1704,              0.0011587,              0.0011587,              0.0011587
                    157,                0.48719,                0.44062,                 1.0095,                0.95743,                0.93482,                0.97488,                 0.8386,                0.61418,                0.43238,                 1.1742,              0.0011554,              0.0011554,              0.0011554
                    158,                0.50263,                0.44375,                 1.0194,                0.95487,                0.93849,                0.98321,                0.84301,                0.61462,                0.43044,                 1.1957,              0.0011521,              0.0011521,              0.0011521
                    159,                0.49738,                0.43154,                 1.0268,                0.95918,                0.91838,                0.96789,                0.82563,                0.60941,                0.42368,                 1.1585,              0.0011488,              0.0011488,              0.0011488
                    160,                0.48876,                0.43347,                 1.0069,                0.96306,                 0.9399,                 0.9797,                0.83514,                0.60868,                0.41485,                  1.178,              0.0011455,              0.0011455,              0.0011455
                    161,                0.48313,                0.42518,                 1.0112,                0.94147,                0.95493,                0.98065,                0.85509,                0.57888,                0.39391,                 1.1282,              0.0011422,              0.0011422,              0.0011422
                    162,                0.50406,                0.41603,                 1.0271,                0.93921,                0.93157,                0.97667,                0.84724,                0.57664,                0.41852,                 1.1201,              0.0011389,              0.0011389,              0.0011389
                    163,                0.50735,                0.42285,                 1.0319,                0.95818,                0.94722,                0.97124,                0.83383,                0.61382,                0.42637,                 1.1805,              0.0011356,              0.0011356,              0.0011356
                    164,                0.51223,                0.42467,                 1.0179,                0.95291,                0.92671,                0.97022,                 0.8311,                0.60283,                0.43064,                 1.1748,              0.0011323,              0.0011323,              0.0011323
                    165,                0.50501,                0.42367,                 1.0188,                  0.969,                0.90584,                0.96345,                0.81797,                0.62218,                0.45234,                 1.1854,               0.001129,               0.001129,               0.001129
                    166,                0.49686,                0.43533,                 1.0243,                0.96909,                0.92618,                0.97227,                0.83694,                0.59352,                 0.4129,                 1.1606,              0.0011257,              0.0011257,              0.0011257
                    167,                0.50366,                0.42594,                 1.0249,                0.95163,                0.93984,                0.97602,                0.84473,                0.56433,                0.39621,                  1.124,              0.0011224,              0.0011224,              0.0011224
                    168,                0.50713,                 0.4333,                 1.0278,                0.94954,                 0.9632,                0.97708,                0.84868,                0.56847,                0.39394,                 1.1315,              0.0011191,              0.0011191,              0.0011191
                    169,                0.49326,                0.42919,                 1.0207,                0.95432,                 0.9442,                0.98006,                0.84414,                0.58022,                0.42511,                 1.1419,              0.0011158,              0.0011158,              0.0011158
                    170,                0.47707,                0.40338,                 1.0024,                0.96864,                 0.9492,                0.98643,                  0.837,                 0.6074,                0.39119,                 1.1739,              0.0011125,              0.0011125,              0.0011125
                    171,                0.48567,                0.42696,                 1.0165,                0.92751,                0.93527,                 0.9746,                0.83656,                0.59299,                0.40707,                 1.1684,              0.0011092,              0.0011092,              0.0011092
                    172,                0.49252,                0.40908,                 1.0139,                0.95246,                0.95854,                0.98795,                0.84189,                0.57067,                0.38047,                 1.1352,              0.0011059,              0.0011059,              0.0011059
                    173,                0.47367,                0.38634,                 1.0064,                0.96727,                0.94855,                0.98562,                 0.8537,                 0.5857,                0.38522,                 1.1538,              0.0011026,              0.0011026,              0.0011026
                    174,                0.49319,                0.40702,                 1.0233,                0.94804,                0.93761,                0.97738,                0.84918,                0.58322,                0.38636,                 1.1413,              0.0010993,              0.0010993,              0.0010993
                    175,                0.48185,                0.39868,                 1.0199,                 0.9378,                0.95504,                0.97522,                0.85853,                0.55785,                0.37017,                 1.1086,               0.001096,               0.001096,               0.001096
                    176,                0.48344,                0.42044,                   1.02,                0.95785,                0.94795,                0.97934,                0.84575,                 0.5707,                0.38971,                 1.1342,              0.0010927,              0.0010927,              0.0010927
                    177,                 0.4764,                0.42004,                 1.0191,                0.95116,                0.94062,                0.97759,                0.85856,                0.55361,                0.39508,                 1.0914,              0.0010894,              0.0010894,              0.0010894
                    178,                 0.4926,                0.41855,                 1.0157,                0.95646,                0.94952,                0.98032,                 0.8408,                0.59171,                0.38732,                 1.1393,              0.0010861,              0.0010861,              0.0010861
                    179,                 0.4658,                0.38394,                 0.9981,                0.95009,                0.93085,                0.97108,                0.85254,                0.56579,                0.40125,                 1.1164,              0.0010828,              0.0010828,              0.0010828
                    180,                0.47303,                0.38931,                 1.0119,                0.95639,                0.93939,                0.97947,                0.86518,                0.55696,                0.37892,                 1.1059,              0.0010795,              0.0010795,              0.0010795
                    181,                0.46513,                0.39901,                 1.0005,                0.97769,                0.93903,                0.98271,                0.84596,                0.56686,                0.38988,                 1.1223,              0.0010762,              0.0010762,              0.0010762
                    182,                0.46164,                0.39219,                 1.0024,                0.93251,                0.95031,                0.97494,                 0.8548,                0.58121,                 0.3752,                 1.1332,              0.0010729,              0.0010729,              0.0010729
                    183,                0.46777,                0.39832,                0.99928,                0.95692,                0.92065,                0.96998,                0.82323,                0.59946,                0.39331,                 1.1432,              0.0010696,              0.0010696,              0.0010696
                    184,                0.46583,                0.40036,                 1.0002,                0.96122,                0.91941,                0.96511,                0.83867,                0.58201,                0.40511,                 1.1357,              0.0010663,              0.0010663,              0.0010663
                    185,                0.46252,                0.40813,                 1.0006,                0.95688,                0.94855,                0.97655,                0.83524,                0.58897,                0.39948,                  1.153,               0.001063,               0.001063,               0.001063
                    186,                0.47504,                0.38866,                 1.0076,                0.94832,                0.91846,                0.94151,                0.80723,                0.62723,                0.45435,                 1.1981,              0.0010597,              0.0010597,              0.0010597
                    187,                0.48062,                0.40068,                0.99612,                0.96644,                0.93198,                0.98005,                0.84167,                0.59806,                0.38837,                 1.1499,              0.0010564,              0.0010564,              0.0010564
                    188,                0.46666,                0.40106,                 1.0117,                0.94784,                0.96101,                0.98599,                0.84103,                0.57059,                0.37937,                 1.1286,              0.0010531,              0.0010531,              0.0010531
                    189,                0.46188,                0.38841,                 0.9934,                 0.9735,                0.92537,                0.97666,                0.83974,                0.58705,                0.37762,                 1.1493,              0.0010498,              0.0010498,              0.0010498
                    190,                0.45822,                0.37527,                 0.9976,                0.95669,                0.92519,                0.97628,                 0.8448,                 0.5691,                0.37415,                 1.1408,              0.0010465,              0.0010465,              0.0010465
                    191,                0.47124,                0.37985,                 1.0035,                0.92605,                0.94359,                0.96751,                0.83277,                0.60654,                0.40447,                 1.1729,              0.0010432,              0.0010432,              0.0010432
                    192,                0.48456,                0.40023,                 1.0008,                0.94705,                0.91996,                0.96134,                0.84057,                0.56929,                0.40652,                 1.1299,              0.0010399,              0.0010399,              0.0010399
                    193,                0.45341,                0.37822,                0.99607,                0.96202,                0.93535,                0.97318,                0.84816,                0.56791,                0.39896,                 1.1248,              0.0010366,              0.0010366,              0.0010366
                    194,                  0.468,                 0.4085,                0.99898,                0.98093,                0.94002,                0.97725,                0.84531,                0.57907,                   0.39,                 1.1397,              0.0010333,              0.0010333,              0.0010333
                    195,                0.45191,                0.38739,                0.99513,                0.97388,                0.92203,                0.97359,                0.84408,                0.55889,                0.38037,                 1.1282,                0.00103,                0.00103,                0.00103
                    196,                0.45686,                0.40225,                0.99532,                0.96607,                0.92338,                0.98161,                0.85084,                0.56764,                 0.3955,                 1.1405,              0.0010267,              0.0010267,              0.0010267
                    197,                0.44382,                0.37209,                0.99989,                0.97225,                0.93856,                0.98339,                0.85279,                0.55335,                0.37872,                 1.1113,              0.0010234,              0.0010234,              0.0010234
                    198,                0.46077,                0.38386,                 1.0019,                0.93594,                0.95361,                0.98124,                0.84139,                0.56431,                 0.3897,                 1.1313,              0.0010201,              0.0010201,              0.0010201
                    199,                0.45496,                0.38146,                0.99795,                 0.9689,                0.93535,                0.98008,                0.84695,                0.57106,                0.38345,                 1.1214,              0.0010168,              0.0010168,              0.0010168
                    200,                0.44748,                0.38156,                 1.0002,                0.97094,                0.93932,                0.97689,                 0.8581,                0.56001,                0.36503,                 1.1206,              0.0010135,              0.0010135,              0.0010135
                    201,                0.45911,                 0.3879,                0.98991,                0.94115,                 0.9562,                0.97975,                0.85641,                0.57472,                0.36927,                 1.1271,              0.0010102,              0.0010102,              0.0010102
                    202,                0.46244,                0.39542,                0.99855,                0.94754,                0.95313,                0.96653,                0.84233,                0.59026,                0.40699,                 1.1495,              0.0010069,              0.0010069,              0.0010069
                    203,                0.44249,                0.36321,                0.99623,                0.97131,                0.96254,                0.98176,                0.84873,                0.58076,                 0.3681,                 1.1458,              0.0010036,              0.0010036,              0.0010036
                    204,                0.46205,                0.39077,                0.99281,                0.95672,                0.95681,                0.98006,                0.85388,                0.57304,                0.35217,                 1.1392,              0.0010003,              0.0010003,              0.0010003
                    205,                0.43445,                0.36616,                0.98195,                0.97595,                 0.9525,                0.98159,                0.85118,                0.57938,                0.38381,                 1.1421,             0.00099697,             0.00099697,             0.00099697
                    206,                0.46241,                0.38684,                0.99604,                0.96597,                0.93561,                 0.9812,                0.84524,                0.57067,                0.37198,                 1.1544,             0.00099367,             0.00099367,             0.00099367
                    207,                0.43669,                0.37865,                0.98638,                0.97201,                 0.9447,                 0.9766,                0.84801,                 0.5611,                0.38085,                 1.1616,             0.00099036,             0.00099036,             0.00099036
                    208,                0.46072,                0.39329,                0.99593,                0.95632,                0.94623,                0.97576,                0.85834,                0.55867,                0.37459,                 1.1376,             0.00098706,             0.00098706,             0.00098706
                    209,                0.44125,                0.36185,                0.98541,                0.95317,                0.96263,                0.98084,                0.85162,                0.54488,                0.38154,                 1.1238,             0.00098376,             0.00098376,             0.00098376
                    210,                0.43114,                0.36645,                0.99158,                 0.9628,                0.95717,                 0.9797,                0.85469,                   0.57,                0.37224,                 1.1386,             0.00098046,             0.00098046,             0.00098046
                    211,                0.42866,                0.35353,                0.98182,                0.95198,                0.94638,                0.97184,                0.84672,                0.57752,                0.38438,                 1.1343,             0.00097716,             0.00097716,             0.00097716
                    212,                0.44371,                0.37499,                 0.9966,                0.95912,                0.93076,                0.97346,                0.85022,                0.58749,                0.37074,                 1.1557,             0.00097386,             0.00097386,             0.00097386
                    213,                 0.4476,                 0.3758,                0.98114,                 0.9464,                 0.9399,                0.96625,                0.83507,                0.60884,                 0.3783,                  1.182,             0.00097056,             0.00097056,             0.00097056
                    214,                0.44341,                0.38295,                 0.9822,                0.95276,                0.95637,                0.97866,                0.84519,                0.59025,                0.36199,                 1.1562,             0.00096726,             0.00096726,             0.00096726
                    215,                0.44109,                0.36755,                0.98614,                0.95265,                0.94453,                0.97656,                0.84922,                0.57948,                0.37417,                 1.1496,             0.00096396,             0.00096396,             0.00096396
                    216,                0.44207,                0.37104,                0.99636,                0.95267,                0.92544,                 0.9711,                0.86569,                0.52795,                0.36801,                 1.0957,             0.00096066,             0.00096066,             0.00096066
                    217,                0.42906,                0.34998,                0.98304,                0.94704,                0.95171,                0.97965,                0.85782,                0.56411,                 0.3718,                 1.1337,             0.00095736,             0.00095736,             0.00095736
                    218,                0.44184,                 0.3714,                0.99286,                0.97682,                0.95318,                 0.9883,                0.87546,                0.53482,                 0.3355,                 1.1055,             0.00095406,             0.00095406,             0.00095406
                    219,                0.44271,                0.36878,                 0.9941,                0.95563,                0.94915,                0.97554,                0.85765,                0.55359,                0.35101,                 1.1247,             0.00095076,             0.00095076,             0.00095076
                    220,                 0.4349,                0.36105,                0.98101,                0.97007,                0.92585,                 0.9738,                0.85412,                0.56778,                0.36434,                 1.1473,             0.00094746,             0.00094746,             0.00094746
                    221,                0.43328,                0.35184,                0.98792,                0.97347,                0.93544,                0.97457,                0.85684,                0.55929,                 0.3591,                 1.1323,             0.00094416,             0.00094416,             0.00094416
                    222,                0.42382,                0.36034,                0.98141,                0.97438,                0.92403,                0.96465,                0.83988,                0.58948,                 0.4018,                 1.1606,             0.00094085,             0.00094085,             0.00094085
                    223,                0.42734,                0.36873,                0.97615,                 0.9563,                0.94152,                0.97099,                0.83407,                0.60216,                0.38845,                 1.1964,             0.00093755,             0.00093755,             0.00093755
                    224,                 0.4283,                0.37173,                 0.9828,                0.97347,                0.93053,                0.97372,                0.85965,                0.55693,                0.38899,                 1.1217,             0.00093425,             0.00093425,             0.00093425
                    225,                0.43447,                0.36745,                0.98934,                0.96036,                0.94494,                0.97461,                0.87233,                0.52513,                0.37157,                 1.0826,             0.00093095,             0.00093095,             0.00093095
                    226,                 0.4348,                0.36176,                0.98707,                0.93571,                0.95404,                0.97554,                0.84411,                0.57832,                0.38465,                 1.1278,             0.00092765,             0.00092765,             0.00092765
                    227,                0.43813,                0.36162,                0.98443,                0.95246,                0.95599,                0.98835,                 0.8599,                0.56492,                0.36663,                 1.1109,             0.00092435,             0.00092435,             0.00092435
                    228,                0.43294,                0.36054,                0.97526,                0.95232,                0.94478,                0.98069,                0.86179,                0.55863,                0.39368,                 1.1189,             0.00092105,             0.00092105,             0.00092105
                    229,                0.42483,                0.35524,                0.97949,                0.98184,                  0.926,                0.97728,                0.84675,                0.56247,                0.38756,                  1.115,             0.00091775,             0.00091775,             0.00091775
                    230,                 0.4354,                0.34838,                0.97978,                0.97825,                0.92596,                0.97838,                0.84781,                0.56599,                0.40085,                 1.1307,             0.00091445,             0.00091445,             0.00091445
                    231,                0.42493,                0.35239,                0.97125,                0.97228,                0.92225,                0.97127,                0.85075,                0.56828,                0.38017,                 1.1197,             0.00091115,             0.00091115,             0.00091115
                    232,                0.43917,                0.35854,                0.98789,                0.95775,                0.94115,                0.97477,                0.84676,                0.57857,                0.36241,                 1.1212,             0.00090785,             0.00090785,             0.00090785
                    233,                0.42234,                0.34675,                0.97753,                0.96244,                0.95661,                0.97886,                0.85816,                0.56523,                   0.36,                 1.1283,             0.00090455,             0.00090455,             0.00090455
                    234,                0.42888,                0.36337,                0.98623,                0.96594,                0.95886,                0.97963,                0.85402,                0.59176,                0.35706,                 1.1915,             0.00090125,             0.00090125,             0.00090125
                    235,                0.42581,                0.35639,                0.97659,                0.98507,                0.93252,                0.97701,                0.86112,                0.55408,                0.35445,                 1.1327,             0.00089795,             0.00089795,             0.00089795
                    236,                0.41824,                0.33601,                0.96854,                 0.9679,                 0.9432,                0.97511,                0.85534,                0.55608,                0.36199,                 1.1235,             0.00089465,             0.00089465,             0.00089465
                    237,                0.42239,                0.34769,                0.97748,                0.94822,                0.94042,                0.97601,                0.85802,                0.52184,                0.36209,                 1.0874,             0.00089134,             0.00089134,             0.00089134
                    238,                0.41295,                0.34246,                0.97032,                0.94813,                0.96639,                0.98007,                0.86775,                0.55427,                0.35026,                  1.113,             0.00088804,             0.00088804,             0.00088804
                    239,                0.41546,                0.34869,                0.97031,                0.97491,                0.95039,                 0.9737,                0.85986,                0.54862,                0.34598,                 1.1229,             0.00088474,             0.00088474,             0.00088474
                    240,                0.42431,                0.35933,                0.97986,                0.96332,                0.94097,                  0.974,                0.85961,                0.54346,                0.35252,                 1.1155,             0.00088144,             0.00088144,             0.00088144
                    241,                0.41472,                0.35566,                0.97156,                 0.9442,                0.94644,                0.97568,                0.86242,                 0.5236,                0.36678,                 1.0938,             0.00087814,             0.00087814,             0.00087814
                    242,                0.39112,                 0.3268,                0.94989,                0.93681,                0.94478,                0.97562,                0.86473,                0.54739,                 0.3353,                 1.1281,             0.00087484,             0.00087484,             0.00087484
                    243,                0.39669,                0.32999,                0.96434,                0.96957,                0.95827,                0.98147,                0.86567,                0.53966,                0.34247,                 1.1227,             0.00087154,             0.00087154,             0.00087154
                    244,                0.41269,                0.34573,                0.96884,                0.95586,                0.95581,                0.97999,                0.87287,                0.52203,                0.34287,                 1.0989,             0.00086824,             0.00086824,             0.00086824
                    245,                0.41536,                0.34717,                 0.9789,                0.94689,                0.95212,                0.97049,                0.84633,                0.57263,                 0.3605,                 1.1472,             0.00086494,             0.00086494,             0.00086494
                    246,                0.44501,                 0.3511,                0.98663,                0.95353,                0.94269,                0.96829,                0.85703,                0.56599,                0.36081,                 1.1374,             0.00086164,             0.00086164,             0.00086164
                    247,                0.42076,                0.36047,                0.97723,                0.96617,                0.93914,                0.95989,                 0.8476,                0.57978,                0.37367,                 1.1551,             0.00085834,             0.00085834,             0.00085834
                    248,                0.42274,                0.35228,                0.97751,                0.96455,                0.93376,                0.96988,                 0.8455,                 0.5707,                0.36726,                 1.1523,             0.00085504,             0.00085504,             0.00085504
                    249,                0.41444,                0.34373,                0.96624,                0.98295,                0.92168,                 0.9771,                0.85094,                0.55884,                0.36268,                 1.1391,             0.00085174,             0.00085174,             0.00085174
                    250,                0.41329,                0.34631,                0.96802,                 0.9541,                0.92493,                0.97476,                0.85344,                0.57601,                0.37377,                 1.1561,             0.00084844,             0.00084844,             0.00084844
                    251,                0.41378,                0.34528,                 0.9712,                0.97313,                0.94813,                0.98485,                  0.862,                0.54471,                 0.3348,                 1.1403,             0.00084514,             0.00084514,             0.00084514
                    252,                0.41134,                0.34498,                0.95903,                0.97434,                0.94946,                 0.9747,                0.86342,                0.53611,                0.35907,                 1.1022,             0.00084184,             0.00084184,             0.00084184
                    253,                0.40407,                0.33149,                0.96239,                0.96253,                0.94425,                0.98035,                0.86328,                 0.5433,                0.36203,                 1.1288,             0.00083853,             0.00083853,             0.00083853
                    254,                0.41185,                0.32984,                0.96707,                0.97428,                0.92981,                0.97388,                0.87139,                0.52684,                0.35725,                 1.0938,             0.00083523,             0.00083523,             0.00083523
                    255,                0.40262,                0.33043,                0.96352,                0.95925,                0.95692,                0.97666,                0.87013,                0.52625,                0.35126,                 1.0992,             0.00083193,             0.00083193,             0.00083193
                    256,                0.40747,                0.33267,                0.96277,                0.94216,                0.96252,                0.97093,                0.86724,                0.53886,                0.35232,                  1.119,             0.00082863,             0.00082863,             0.00082863
                    257,                0.40419,                0.33439,                0.96712,                0.95253,                0.93094,                0.97412,                0.85068,                0.57043,                 0.3738,                  1.159,             0.00082533,             0.00082533,             0.00082533
                    258,                0.42365,                0.33603,                0.97094,                0.97109,                0.95046,                0.98209,                 0.8604,                0.55404,                 0.3417,                 1.1487,             0.00082203,             0.00082203,             0.00082203
                    259,                0.40373,                0.33463,                0.96324,                0.97809,                0.95364,                0.98227,                0.86911,                0.54625,                0.33178,                 1.1269,             0.00081873,             0.00081873,             0.00081873
                    260,                0.40376,                0.33834,                0.97005,                0.98091,                0.95326,                0.98282,                0.86491,                 0.5599,                0.34242,                 1.1538,             0.00081543,             0.00081543,             0.00081543
                    261,                0.40305,                0.34304,                0.96514,                0.98059,                0.93662,                0.97449,                0.87133,                0.53539,                0.36757,                 1.1033,             0.00081213,             0.00081213,             0.00081213
                    262,                0.40498,                0.33478,                0.97086,                0.98533,                0.93573,                0.97992,                0.85785,                0.57317,                0.36489,                 1.1582,             0.00080883,             0.00080883,             0.00080883
                    263,                0.41292,                0.34677,                0.96145,                0.99943,                 0.9205,                0.97953,                0.83688,                0.60095,                0.36672,                 1.1895,             0.00080553,             0.00080553,             0.00080553
                    264,                0.41598,                0.34252,                0.96907,                0.96722,                0.95239,                 0.9799,                0.83217,                  0.597,                0.36011,                 1.1898,             0.00080223,             0.00080223,             0.00080223
                    265,                0.39843,                0.33126,                0.96617,                0.96898,                0.92176,                0.96228,                0.85729,                0.54335,                0.35428,                 1.1141,             0.00079893,             0.00079893,             0.00079893
                    266,                0.42247,                  0.352,                0.96997,                0.96177,                0.94487,                0.96362,                   0.85,                0.54603,                0.35556,                  1.131,             0.00079563,             0.00079563,             0.00079563
                    267,                0.39547,                0.33704,                0.96558,                0.96351,                0.94689,                0.97575,                0.84951,                 0.5706,                0.38499,                 1.1676,             0.00079233,             0.00079233,             0.00079233
                    268,                0.39346,                0.34438,                  0.966,                0.97782,                0.94795,                0.97271,                0.85026,                0.57302,                0.36702,                  1.165,             0.00078902,             0.00078902,             0.00078902
                    269,                0.41292,                 0.3371,                0.97384,                 0.9704,                 0.9381,                0.97615,                 0.8579,                0.54162,                0.36832,                  1.114,             0.00078572,             0.00078572,             0.00078572
                    270,                0.38392,                0.31457,                0.95594,                0.98098,                0.93867,                 0.9814,                0.86577,                0.51784,                0.35323,                 1.0969,             0.00078242,             0.00078242,             0.00078242
                    271,                0.40954,                0.33686,                0.97147,                0.95115,                0.95232,                0.97806,                0.85603,                0.55781,                0.36186,                 1.1494,             0.00077912,             0.00077912,             0.00077912
                    272,                0.39704,                0.32606,                0.95909,                0.97063,                0.95253,                0.98314,                0.85531,                0.55837,                0.34708,                 1.1627,             0.00077582,             0.00077582,             0.00077582
                    273,                 0.3845,                 0.3226,                0.94538,                  0.967,                0.96757,                0.98242,                0.86127,                0.56865,                0.33405,                 1.1673,             0.00077252,             0.00077252,             0.00077252
                    274,                0.39014,                0.32396,                0.95707,                  0.947,                0.95872,                0.97537,                0.86358,                0.55531,                 0.3579,                 1.1412,             0.00076922,             0.00076922,             0.00076922
                    275,                0.40439,                0.33853,                0.96565,                0.94737,                 0.9431,                0.96159,                0.85323,                0.54331,                0.35576,                 1.1284,             0.00076592,             0.00076592,             0.00076592
                    276,                0.39028,                0.33741,                0.96304,                0.96798,                0.94791,                0.97024,                0.84657,                0.53389,                0.35628,                 1.1141,             0.00076262,             0.00076262,             0.00076262
                    277,                0.39598,                0.33154,                0.96069,                 0.9711,                0.93471,                0.97335,                0.85497,                0.53641,                0.36058,                 1.1169,             0.00075932,             0.00075932,             0.00075932
                    278,                0.40045,                0.33233,                 0.9592,                0.96979,                0.92168,                 0.9647,                0.86236,                0.52979,                0.35821,                 1.1149,             0.00075602,             0.00075602,             0.00075602
                    279,                0.40041,                0.33664,                0.97116,                0.95853,                0.96119,                0.97492,                0.87248,                0.53578,                0.35261,                 1.1155,             0.00075272,             0.00075272,             0.00075272
                    280,                0.39124,                0.32515,                0.95855,                0.97878,                 0.9433,                0.97625,                 0.8643,                0.55578,                0.34903,                 1.1417,             0.00074942,             0.00074942,             0.00074942
                    281,                 0.3769,                0.31127,                0.93973,                0.99047,                0.95582,                0.97838,                0.86073,                0.55115,                0.35107,                 1.1446,             0.00074612,             0.00074612,             0.00074612
                    282,                0.38821,                0.33352,                0.96152,                0.96579,                0.92159,                0.97485,                0.87061,                0.53493,                0.33941,                 1.1273,             0.00074282,             0.00074282,             0.00074282
                    283,                0.38888,                0.33063,                0.95724,                0.95619,                0.94461,                0.97316,                0.86833,                 0.5389,                0.36015,                 1.1278,             0.00073951,             0.00073951,             0.00073951
                    284,                 0.3943,                0.32948,                0.95223,                0.95038,                0.95396,                0.98095,                0.85914,                0.56196,                0.36752,                 1.1536,             0.00073621,             0.00073621,             0.00073621
                    285,                0.38186,                0.31844,                0.95638,                0.95579,                0.96088,                0.97474,                0.86345,                0.54928,                0.35193,                 1.1367,             0.00073291,             0.00073291,             0.00073291
                    286,                0.39831,                0.32837,                0.96019,                0.96583,                0.94937,                0.97408,                0.87128,                0.53088,                0.35564,                 1.1215,             0.00072961,             0.00072961,             0.00072961
                    287,                0.39772,                0.31541,                0.95769,                0.95011,                0.93045,                0.96784,                0.87019,                0.53683,                0.35621,                 1.1315,             0.00072631,             0.00072631,             0.00072631
                    288,                0.38493,                0.32227,                 0.9555,                0.95638,                0.93849,                0.96756,                0.86949,                 0.5178,                0.35332,                  1.107,             0.00072301,             0.00072301,             0.00072301
                    289,                 0.3858,                0.31742,                0.96253,                0.96033,                0.94901,                 0.9662,                0.86631,                0.52836,                0.35407,                 1.1104,             0.00071971,             0.00071971,             0.00071971
                    290,                0.38794,                0.31164,                0.96113,                 0.9577,                 0.9443,                0.97431,                0.87001,                0.52565,                0.33261,                  1.113,             0.00071641,             0.00071641,             0.00071641
                    291,                0.37732,                0.30681,                0.94692,                0.94553,                0.94103,                0.95911,                0.85751,                0.54928,                0.33183,                 1.1337,             0.00071311,             0.00071311,             0.00071311
                    292,                0.38662,                0.30444,                0.95471,                0.94939,                0.93102,                0.96691,                0.85778,                0.53461,                0.33698,                 1.1344,             0.00070981,             0.00070981,             0.00070981
                    293,                0.38699,                0.30496,                0.95608,                0.97876,                0.94478,                0.97771,                0.86657,                0.52629,                0.31799,                 1.1232,             0.00070651,             0.00070651,             0.00070651
                    294,                0.37915,                0.32434,                0.95171,                0.96183,                0.95171,                0.97958,                0.86846,                0.53619,                0.31908,                 1.1104,             0.00070321,             0.00070321,             0.00070321
                    295,                0.38098,                0.30399,                0.95427,                0.96663,                0.94451,                0.96607,                 0.8621,                0.53195,                0.32943,                 1.1037,             0.00069991,             0.00069991,             0.00069991
                    296,                0.37404,                0.31086,                0.94821,                0.95989,                 0.9678,                0.97835,                0.86285,                0.54414,                0.32885,                 1.1258,             0.00069661,             0.00069661,             0.00069661
                    297,                0.36775,                0.30314,                0.94713,                0.95877,                0.95766,                0.98232,                0.86349,                0.55504,                0.33921,                 1.1349,             0.00069331,             0.00069331,             0.00069331
                    298,                 0.3665,                0.29308,                0.94389,                0.97139,                0.93505,                  0.982,                0.87045,                0.53424,                 0.3527,                 1.1082,                0.00069,                0.00069,                0.00069
                    299,                0.38594,                0.32185,                0.95642,                0.97148,                  0.936,                0.97169,                0.86391,                0.53422,                0.35421,                 1.1069,              0.0006867,              0.0006867,              0.0006867
                    300,                0.36111,                0.30212,                0.94281,                0.96303,                0.94825,                0.97827,                0.86981,                0.54054,                0.33133,                 1.1044,              0.0006834,              0.0006834,              0.0006834
                    301,                0.37525,                0.29769,                0.95437,                0.97319,                0.94203,                0.97735,                0.87345,                0.52936,                0.33284,                 1.0945,              0.0006801,              0.0006801,              0.0006801
                    302,                0.38151,                0.30726,                0.94197,                0.95481,                0.95387,                0.97246,                0.87682,                0.52611,                0.34418,                 1.0879,              0.0006768,              0.0006768,              0.0006768
                    303,                0.36943,                0.30675,                0.94609,                0.97534,                0.94126,                0.97998,                0.87432,                0.52127,                 0.3406,                 1.0935,              0.0006735,              0.0006735,              0.0006735
                    304,                0.37444,                0.30899,                0.94361,                 0.9789,                0.94216,                0.98072,                0.86654,                0.52277,                0.35135,                 1.0882,              0.0006702,              0.0006702,              0.0006702
                    305,                0.37836,                0.29613,                0.95428,                0.97837,                0.93349,                 0.9748,                0.86315,                0.52685,                0.33855,                 1.0985,              0.0006669,              0.0006669,              0.0006669
                    306,                0.36931,                0.30623,                0.94327,                0.97729,                0.93409,                0.97269,                0.85902,                0.53475,                0.34042,                 1.1018,              0.0006636,              0.0006636,              0.0006636
                    307,                 0.3978,                0.32729,                 0.9629,                0.96674,                0.94946,                0.97734,                0.87086,                0.51576,                0.33418,                 1.0742,              0.0006603,              0.0006603,              0.0006603
                    308,                0.36852,                0.30714,                0.94822,                0.97195,                0.94843,                0.97029,                0.85935,                 0.5542,                0.35506,                 1.1385,               0.000657,               0.000657,               0.000657
                    309,                0.38672,                0.31975,                0.94994,                0.97787,                0.94028,                0.96099,                0.85726,                0.54931,                 0.3551,                 1.1378,              0.0006537,              0.0006537,              0.0006537
                    310,                0.39176,                0.31665,                0.95852,                0.95425,                0.95367,                0.97001,                0.85834,                0.54255,                0.35594,                 1.1192,              0.0006504,              0.0006504,              0.0006504
                    311,                0.36387,                0.29199,                0.95464,                0.97956,                0.93999,                0.97271,                0.86418,                0.53198,                0.34037,                 1.1054,              0.0006471,              0.0006471,              0.0006471
                    312,                0.37113,                0.30018,                0.94862,                0.97272,                0.95791,                0.98011,                0.86801,                0.55534,                0.32936,                 1.1231,              0.0006438,              0.0006438,              0.0006438
