                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    313,                0.36186,                0.29097,                 0.9338,                0.97448,                0.96313,                0.98391,                0.87397,                0.53318,                0.33566,                 1.1053,             0.00064049,             0.00064049,             0.00064049
                    314,                0.37251,                0.29688,                0.95574,                0.97241,                 0.9557,                0.97563,                0.86867,                0.53727,                0.34456,                 1.1057,             0.00063719,             0.00063719,             0.00063719
                    315,                0.37646,                0.29415,                0.95205,                0.98106,                0.95854,                0.98091,                 0.8787,                0.52711,                0.33276,                 1.1073,             0.00063389,             0.00063389,             0.00063389
                    316,                 0.3608,                0.29511,                0.94114,                0.97205,                0.95953,                0.98259,                0.87782,                 0.5081,                0.33154,                 1.0847,             0.00063059,             0.00063059,             0.00063059
                    317,                0.39159,                0.32438,                0.95631,                0.95102,                0.95779,                 0.9753,                 0.8579,                0.52573,                 0.3482,                 1.0819,             0.00062729,             0.00062729,             0.00062729
                    318,                0.36683,                0.31172,                0.94167,                0.96607,                0.94454,                0.97731,                0.85742,                0.53161,                0.35377,                 1.0938,             0.00062399,             0.00062399,             0.00062399
                    319,                0.36216,                0.29919,                0.94651,                  0.945,                0.96092,                0.96568,                0.85869,                0.52714,                0.34093,                  1.077,             0.00062069,             0.00062069,             0.00062069
                    320,                0.36221,                0.29324,                0.93561,                0.97109,                0.95745,                0.96819,                0.86311,                0.49644,                0.34568,                 1.0496,             0.00061739,             0.00061739,             0.00061739
                    321,                0.35396,                0.29285,                0.93018,                0.96636,                0.96227,                0.96978,                0.86975,                0.50145,                0.33503,                 1.0644,             0.00061409,             0.00061409,             0.00061409
                    322,                0.35839,                0.29392,                0.93881,                0.98103,                 0.9578,                0.97951,                0.86319,                0.52408,                0.34905,                 1.0912,             0.00061079,             0.00061079,             0.00061079
                    323,                0.37038,                0.28523,                0.94704,                0.97975,                0.96123,                0.97607,                0.85946,                0.53646,                0.32879,                 1.0926,             0.00060749,             0.00060749,             0.00060749
                    324,                0.36468,                 0.3026,                 0.9436,                0.98003,                0.95216,                0.98332,                0.86088,                0.53179,                0.33336,                 1.1039,             0.00060419,             0.00060419,             0.00060419
                    325,                0.36118,                0.29619,                0.93336,                0.98553,                0.94771,                0.98034,                0.85899,                0.51956,                0.32821,                 1.0847,             0.00060089,             0.00060089,             0.00060089
                    326,                0.37449,                0.31385,                0.94391,                0.96059,                0.95169,                 0.9681,                 0.8585,                0.51251,                0.33284,                 1.0789,             0.00059759,             0.00059759,             0.00059759
                    327,                0.35853,                0.30114,                0.93995,                0.96381,                0.95674,                0.97673,                0.86252,                0.51609,                0.33971,                  1.088,             0.00059429,             0.00059429,             0.00059429
                    328,                0.35136,                0.27513,                0.93969,                0.97812,                0.93041,                0.97517,                0.86428,                0.51126,                0.32911,                 1.0765,             0.00059098,             0.00059098,             0.00059098
                    329,                0.37045,                0.29032,                0.94548,                0.95753,                0.95091,                0.97711,                0.86232,                0.52532,                0.33405,                  1.093,             0.00058768,             0.00058768,             0.00058768
                    330,                0.36751,                0.28887,                0.95143,                0.96666,                0.94467,                0.97735,                0.87216,                0.53462,                0.32813,                 1.1064,             0.00058438,             0.00058438,             0.00058438
                    331,                0.35478,                0.27316,                0.94649,                0.93514,                0.95854,                0.97217,                0.86862,                 0.5142,                0.34205,                 1.0911,             0.00058108,             0.00058108,             0.00058108
                    332,                0.38395,                 0.3096,                0.96663,                0.95802,                0.95408,                0.97273,                 0.8632,                0.53902,                0.34588,                  1.114,             0.00057778,             0.00057778,             0.00057778
                    333,                0.35661,                0.29525,                 0.9435,                0.96493,                0.94937,                0.98277,                0.86443,                0.52438,                0.33733,                 1.1008,             0.00057448,             0.00057448,             0.00057448
                    334,                0.35875,                 0.2916,                0.93905,                0.98292,                0.93669,                0.97391,                0.86222,                0.52798,                0.33494,                 1.1031,             0.00057118,             0.00057118,             0.00057118
                    335,                0.36509,                0.29995,                0.95261,                0.93651,                0.95284,                0.96756,                0.84887,                0.53135,                0.36012,                 1.1153,             0.00056788,             0.00056788,             0.00056788
                    336,                0.35853,                0.29607,                 0.9377,                0.96066,                0.94011,                0.96654,                0.85215,                0.54204,                0.34763,                 1.1287,             0.00056458,             0.00056458,             0.00056458
                    337,                 0.3667,                  0.289,                0.94885,                0.97381,                0.94835,                0.97278,                0.85468,                0.53498,                0.32859,                 1.1273,             0.00056128,             0.00056128,             0.00056128
                    338,                0.35653,                0.28043,                0.94025,                 0.9758,                0.95365,                0.97347,                0.85763,                0.53523,                0.33442,                 1.1233,             0.00055798,             0.00055798,             0.00055798
                    339,                0.36687,                0.29863,                 0.9412,                0.97305,                 0.9606,                0.97559,                0.86621,                0.52177,                0.33211,                 1.1016,             0.00055468,             0.00055468,             0.00055468
                    340,                0.36191,                0.29077,                0.93984,                 0.9847,                0.93965,                0.97521,                0.86515,                0.51432,                0.34125,                  1.082,             0.00055138,             0.00055138,             0.00055138
                    341,                0.36231,                0.28786,                0.94893,                0.96916,                0.95396,                0.98092,                0.87417,                0.50416,                0.33257,                 1.0746,             0.00054808,             0.00054808,             0.00054808
                    342,                0.34384,                  0.275,                0.94529,                0.95745,                 0.9373,                0.97195,                0.86909,                  0.509,                0.34663,                 1.0773,             0.00054478,             0.00054478,             0.00054478
                    343,                0.33982,                0.27218,                0.92589,                0.96604,                0.95356,                0.97655,                0.88187,                 0.4988,                0.31871,                 1.0724,             0.00054147,             0.00054147,             0.00054147
                    344,                0.34777,                0.28429,                0.93516,                0.97588,                0.94048,                0.97145,                0.87747,                0.50348,                0.33089,                 1.0747,             0.00053817,             0.00053817,             0.00053817
                    345,                0.35314,                0.29216,                0.94007,                 0.9778,                0.93868,                0.97745,                0.88182,                0.49907,                0.33195,                 1.0698,             0.00053487,             0.00053487,             0.00053487
                    346,                0.35745,                0.27684,                0.93924,                0.96361,                0.96302,                0.98255,                0.87833,                0.52575,                0.31628,                 1.1144,             0.00053157,             0.00053157,             0.00053157
                    347,                0.34472,                0.28108,                 0.9411,                   0.97,                 0.9352,                0.97794,                0.87543,                0.53566,                0.32274,                 1.1237,             0.00052827,             0.00052827,             0.00052827
                    348,                 0.3726,                0.29676,                0.94972,                0.98518,                0.93258,                0.97814,                0.86893,                0.52896,                0.32746,                 1.1048,             0.00052497,             0.00052497,             0.00052497
                    349,                0.34559,                0.27503,                0.93277,                 0.9793,                0.93411,                0.97899,                 0.8636,                0.52035,                 0.3307,                 1.0862,             0.00052167,             0.00052167,             0.00052167
                    350,                0.35097,                0.27487,                0.93679,                0.97992,                0.97207,                0.98568,                0.87412,                0.51671,                0.31789,                 1.0873,             0.00051837,             0.00051837,             0.00051837
                    351,                0.35196,                0.28147,                0.93747,                0.95249,                0.95379,                0.97796,                0.86882,                0.54921,                0.34391,                 1.1068,             0.00051507,             0.00051507,             0.00051507
                    352,                0.35754,                0.28406,                0.93832,                0.97154,                 0.9447,                0.98484,                0.87206,                0.53654,                0.35278,                 1.0967,             0.00051177,             0.00051177,             0.00051177
                    353,                0.34283,                0.27251,                0.92766,                0.95795,                0.94754,                0.97784,                0.87275,                0.52751,                0.35283,                  1.087,             0.00050847,             0.00050847,             0.00050847
                    354,                0.33313,                0.27466,                0.92294,                0.96228,                0.95511,                 0.9757,                0.87184,                 0.5231,                0.34298,                 1.0839,             0.00050517,             0.00050517,             0.00050517
                    355,                0.35176,                0.27666,                0.94305,                0.97094,                0.95598,                0.97856,                0.87462,                0.53222,                0.33212,                 1.0941,             0.00050187,             0.00050187,             0.00050187
                    356,                0.34857,                0.27101,                0.94342,                0.95743,                0.95361,                0.96535,                 0.8671,                0.54674,                0.33169,                 1.1076,             0.00049857,             0.00049857,             0.00049857
                    357,                0.34449,                0.27259,                0.92802,                0.96394,                 0.9602,                0.97469,                 0.8657,                0.53589,                0.33571,                 1.1012,             0.00049527,             0.00049527,             0.00049527
                    358,                0.33842,                0.27526,                0.92609,                 0.9707,                0.95534,                 0.9718,                0.86742,                0.53858,                0.34618,                 1.1062,             0.00049197,             0.00049197,             0.00049197
                    359,                0.36053,                0.28167,                0.94945,                0.97472,                0.93771,                0.96738,                0.86479,                 0.5291,                0.33896,                 1.0996,             0.00048866,             0.00048866,             0.00048866
                    360,                0.35716,                0.28546,                 0.9385,                0.96699,                0.96232,                0.97608,                0.86841,                0.51798,                0.33342,                  1.079,             0.00048536,             0.00048536,             0.00048536
                    361,                0.35216,                0.28637,                0.93452,                 0.9542,                0.95698,                0.97866,                0.87232,                0.51716,                0.34345,                 1.0893,             0.00048206,             0.00048206,             0.00048206
                    362,                0.33386,                0.25863,                0.92962,                0.94565,                 0.9444,                0.96107,                 0.8631,                0.51627,                0.35732,                 1.0934,             0.00047876,             0.00047876,             0.00047876
                    363,                0.36603,                0.29829,                0.95083,                0.95624,                0.93547,                0.96351,                0.85895,                 0.5197,                0.35248,                 1.0932,             0.00047546,             0.00047546,             0.00047546
                    364,                0.33546,                 0.2627,                0.93082,                 0.9559,                0.95649,                0.97895,                 0.8584,                0.53341,                0.34565,                 1.1167,             0.00047216,             0.00047216,             0.00047216
                    365,                0.33035,                0.26287,                0.92919,                0.95931,                0.96305,                0.98278,                0.85894,                0.53691,                0.32285,                 1.1069,             0.00046886,             0.00046886,             0.00046886
                    366,                 0.3398,                0.26748,                0.92535,                0.95948,                0.96299,                0.98783,                0.87298,                0.52765,                0.32107,                 1.0937,             0.00046556,             0.00046556,             0.00046556
                    367,                0.34603,                0.27525,                 0.9355,                0.95904,                0.95442,                0.98008,                0.87161,                0.52324,                 0.3291,                 1.0971,             0.00046226,             0.00046226,             0.00046226
                    368,                0.34067,                0.27117,                0.92774,                 0.9637,                0.95842,                0.98132,                0.87285,                0.52841,                0.32504,                 1.1075,             0.00045896,             0.00045896,             0.00045896
                    369,                0.32755,                0.26364,                0.91936,                0.94701,                  0.966,                0.98447,                0.87642,                0.51052,                0.32231,                 1.0908,             0.00045566,             0.00045566,             0.00045566
                    370,                 0.3262,                0.25782,                0.91355,                0.95564,                0.95966,                0.97771,                0.86682,                0.52437,                0.32208,                 1.1056,             0.00045236,             0.00045236,             0.00045236
                    371,                0.34559,                0.27086,                0.93964,                 0.9539,                0.95617,                0.98041,                0.86422,                0.54241,                0.32513,                 1.1246,             0.00044906,             0.00044906,             0.00044906
                    372,                0.32304,                0.25382,                0.91791,                0.95461,                0.95722,                 0.9732,                0.85888,                0.53999,                0.33637,                 1.1263,             0.00044576,             0.00044576,             0.00044576
                    373,                0.33004,                0.25434,                0.93175,                0.94451,                0.95854,                0.97306,                0.86792,                0.52757,                 0.3413,                 1.1185,             0.00044246,             0.00044246,             0.00044246
                    374,                0.33022,                0.25087,                0.92621,                0.94529,                0.96322,                0.97115,                0.87011,                0.53901,                 0.3365,                 1.1267,             0.00043915,             0.00043915,             0.00043915
                    375,                0.32464,                0.26371,                 0.9229,                0.96234,                  0.947,                0.97021,                0.86861,                0.53614,                0.33276,                 1.1226,             0.00043585,             0.00043585,             0.00043585
                    376,                0.34603,                 0.2752,                0.93317,                0.97097,                0.95503,                0.97786,                0.88167,                0.51515,                0.32642,                 1.0978,             0.00043255,             0.00043255,             0.00043255
                    377,                0.33521,                0.25446,                0.92641,                0.98656,                0.94011,                0.97984,                 0.8867,                0.49286,                0.31596,                 1.0728,             0.00042925,             0.00042925,             0.00042925
                    378,                0.35513,                0.27909,                0.94544,                0.96742,                 0.9484,                0.97733,                0.87794,                0.50092,                 0.3117,                 1.0743,             0.00042595,             0.00042595,             0.00042595
                    379,                0.33707,                0.25546,                0.92105,                0.97362,                0.95839,                0.98095,                0.88184,                0.49837,                0.31486,                 1.0646,             0.00042265,             0.00042265,             0.00042265
                    380,                0.34297,                0.27535,                0.93645,                 0.9745,                0.95854,                 0.9819,                0.88222,                0.50543,                0.31898,                 1.0688,             0.00041935,             0.00041935,             0.00041935
                    381,                0.31978,                0.26096,                0.91184,                0.96866,                0.96065,                0.97461,                0.87614,                0.52318,                0.31916,                 1.0847,             0.00041605,             0.00041605,             0.00041605
                    382,                0.31912,                0.25657,                0.92229,                0.95547,                0.95795,                0.97595,                0.88145,                0.51709,                0.31627,                  1.081,             0.00041275,             0.00041275,             0.00041275
                    383,                0.33765,                0.26156,                0.92952,                0.96439,                0.95854,                 0.9764,                0.88169,                0.51259,                0.31938,                 1.0815,             0.00040945,             0.00040945,             0.00040945
                    384,                0.32122,                0.25658,                 0.9178,                0.94916,                0.96118,                0.98065,                0.87944,                0.50459,                 0.3254,                 1.0757,             0.00040615,             0.00040615,             0.00040615
                    385,                0.32818,                0.26212,                0.93017,                0.96364,                0.95816,                0.97386,                0.87593,                0.52063,                0.34735,                 1.0902,             0.00040285,             0.00040285,             0.00040285
                    386,                0.34208,                0.26324,                0.94139,                0.97697,                0.95396,                0.97374,                0.86922,                0.52889,                0.33998,                 1.0924,             0.00039955,             0.00039955,             0.00039955
                    387,                0.33711,                0.26432,                0.92883,                0.95696,                 0.9654,                0.97676,                0.86984,                0.52648,                0.33852,                  1.096,             0.00039625,             0.00039625,             0.00039625
                    388,                0.32294,                0.25135,                0.92453,                0.98038,                 0.9243,                 0.9667,                0.86593,                0.53211,                0.33369,                 1.0979,             0.00039295,             0.00039295,             0.00039295
                    389,                0.32909,                0.26515,                0.92245,                0.97045,                0.92626,                 0.9681,                0.86574,                 0.5448,                0.33635,                 1.1218,             0.00038964,             0.00038964,             0.00038964
                    390,                0.33132,                0.25479,                0.92852,                 0.9563,                0.95246,                0.97229,                0.86818,                0.52594,                0.32724,                 1.1057,             0.00038634,             0.00038634,             0.00038634
                    391,                  0.335,                0.25397,                0.92847,                0.97478,                0.94002,                0.97999,                0.88196,                0.52095,                0.32037,                 1.1036,             0.00038304,             0.00038304,             0.00038304
                    392,                0.33024,                0.26257,                0.92911,                0.96912,                0.94968,                 0.9801,                0.88007,                0.51827,                0.33179,                  1.105,             0.00037974,             0.00037974,             0.00037974
                    393,                 0.3351,                0.25893,                0.93782,                0.94385,                0.95459,                0.97582,                0.88411,                0.52177,                0.32681,                 1.1051,             0.00037644,             0.00037644,             0.00037644
                    394,                0.32441,                 0.2568,                0.92376,                0.96337,                0.96138,                0.98107,                0.88069,                0.52962,                0.31088,                 1.1066,             0.00037314,             0.00037314,             0.00037314
                    395,                0.32722,                0.25275,                0.93005,                0.97373,                0.94785,                 0.9747,                0.87701,                0.53029,                0.31044,                 1.1047,             0.00036984,             0.00036984,             0.00036984
                    396,                0.32763,                0.25503,                0.92703,                 0.9732,                0.95153,                0.97266,                0.87664,                0.52319,                0.31272,                 1.0953,             0.00036654,             0.00036654,             0.00036654
                    397,                0.33825,                0.26815,                 0.9312,                 0.9793,                 0.9492,                0.98071,                0.88252,                 0.5078,                0.30247,                 1.0848,             0.00036324,             0.00036324,             0.00036324
                    398,                 0.3432,                0.26443,                0.93415,                0.97121,                0.96687,                0.98015,                0.88443,                 0.5037,                0.29932,                 1.0864,             0.00035994,             0.00035994,             0.00035994
                    399,                0.31805,                0.25484,                0.92263,                0.96703,                0.97015,                0.98658,                0.88746,                0.50391,                0.30849,                 1.0787,             0.00035664,             0.00035664,             0.00035664
                    400,                0.32286,                0.25773,                0.92549,                0.96652,                0.95735,                0.98074,                0.88194,                0.49278,                0.31642,                 1.0639,             0.00035334,             0.00035334,             0.00035334
                    401,                0.31301,                0.24093,                0.91882,                0.95794,                0.95632,                 0.9774,                0.87933,                0.49973,                0.31789,                 1.0707,             0.00035004,             0.00035004,             0.00035004
                    402,                0.31385,                0.24507,                0.91585,                0.97836,                0.93529,                0.97696,                0.87737,                0.49191,                0.32698,                 1.0726,             0.00034674,             0.00034674,             0.00034674
                    403,                0.33053,                0.25315,                0.92726,                0.95095,                0.96026,                0.97835,                 0.8746,                0.49569,                0.32878,                 1.0848,             0.00034344,             0.00034344,             0.00034344
                    404,                0.32364,                0.26359,                0.92503,                0.97623,                0.95503,                0.97895,                0.87546,                0.50438,                0.33573,                   1.09,             0.00034013,             0.00034013,             0.00034013
                    405,                0.32286,                0.25674,                0.92551,                0.96476,                0.95357,                 0.9786,                 0.8759,                0.51027,                0.32226,                 1.0914,             0.00033683,             0.00033683,             0.00033683
                    406,                0.32104,                0.25362,                0.92286,                0.96288,                0.95628,                0.97933,                 0.8755,                0.50657,                0.31546,                 1.0876,             0.00033353,             0.00033353,             0.00033353
                    407,                0.32416,                0.26029,                0.92292,                 0.9805,                0.94184,                0.97793,                0.87314,                0.50588,                0.31553,                  1.088,             0.00033023,             0.00033023,             0.00033023
                    408,                0.33405,                0.25302,                0.92325,                0.97986,                0.93438,                0.97765,                0.87743,                0.50366,                0.32564,                  1.082,             0.00032693,             0.00032693,             0.00032693
                    409,                0.31336,                0.23798,                 0.9179,                0.97202,                  0.948,                0.97877,                0.87171,                0.50491,                0.31988,                 1.0873,             0.00032363,             0.00032363,             0.00032363
                    410,                0.31394,                0.24628,                0.92487,                0.98846,                0.94567,                0.97619,                0.86601,                0.51047,                0.32279,                  1.096,             0.00032033,             0.00032033,             0.00032033
                    411,                0.32548,                0.25432,                0.93028,                0.97515,                0.95531,                0.97321,                0.86087,                0.52244,                0.32845,                 1.1088,             0.00031703,             0.00031703,             0.00031703
                    412,                0.31985,                0.24987,                0.92163,                0.95525,                0.95453,                0.96887,                0.85578,                0.52196,                0.34064,                  1.115,             0.00031373,             0.00031373,             0.00031373
                    413,                 0.3226,                0.25897,                0.92537,                0.96226,                0.95212,                0.96874,                 0.8564,                0.51989,                0.34053,                 1.1216,             0.00031043,             0.00031043,             0.00031043
                    414,                 0.3146,                0.24179,                0.91598,                0.95279,                0.96087,                0.97008,                0.86214,                 0.5129,                0.33088,                 1.1148,             0.00030713,             0.00030713,             0.00030713
                    415,                0.30952,                0.23869,                 0.9197,                0.95867,                0.96026,                0.97417,                 0.8676,                0.50667,                0.32406,                  1.104,             0.00030383,             0.00030383,             0.00030383
                    416,                0.32685,                0.25417,                0.91823,                0.94966,                0.95529,                0.97503,                0.86407,                0.50224,                0.32639,                 1.1047,             0.00030053,             0.00030053,             0.00030053
                    417,                0.30887,                 0.2324,                0.91255,                0.97071,                0.94625,                0.97475,                0.86307,                0.50159,                 0.3204,                 1.0968,             0.00029723,             0.00029723,             0.00029723
                    418,                0.33148,                0.25702,                0.93086,                0.97066,                0.94856,                0.97398,                0.86994,                0.50299,                0.31587,                 1.0931,             0.00029393,             0.00029393,             0.00029393
                    419,                0.31554,                0.24463,                0.92036,                0.97126,                0.94853,                0.97583,                0.87332,                0.51136,                 0.3135,                 1.1044,             0.00029062,             0.00029062,             0.00029062
                    420,                0.30723,                0.23909,                0.91895,                0.97286,                 0.9484,                0.97806,                0.86637,                0.51242,                0.31191,                 1.1085,             0.00028732,             0.00028732,             0.00028732
                    421,                0.32276,                0.24809,                 0.9238,                0.97079,                0.95679,                0.97913,                0.87238,                0.50772,                0.30471,                 1.0996,             0.00028402,             0.00028402,             0.00028402
                    422,                0.31423,                0.23203,                0.91995,                0.96944,                0.95404,                0.98021,                0.88475,                0.49193,                0.30598,                 1.0785,             0.00028072,             0.00028072,             0.00028072
                    423,                0.32385,                0.24811,                0.92254,                0.97562,                0.95291,                0.97903,                0.88195,                0.49467,                0.30604,                 1.0793,             0.00027742,             0.00027742,             0.00027742
                    424,                0.31283,                 0.2461,                0.91634,                0.96617,                 0.9447,                0.97513,                0.87884,                 0.5024,                0.30863,                 1.0852,             0.00027412,             0.00027412,             0.00027412
                    425,                0.32766,                0.25357,                0.92659,                0.97734,                0.94744,                0.98039,                0.88576,                0.50474,                0.30261,                 1.0849,             0.00027082,             0.00027082,             0.00027082
                    426,                0.31919,                0.24232,                0.92757,                0.95803,                0.94696,                0.97071,                0.88193,                0.50837,                 0.3036,                 1.0926,             0.00026752,             0.00026752,             0.00026752
                    427,                0.32711,                 0.2408,                 0.9252,                0.96268,                0.96238,                0.98213,                0.87879,                0.52057,                0.31504,                 1.1074,             0.00026422,             0.00026422,             0.00026422
                    428,                0.30301,                0.23342,                0.92015,                0.97267,                0.95344,                0.98327,                0.88407,                0.51424,                0.30982,                 1.0942,             0.00026092,             0.00026092,             0.00026092
                    429,                 0.3257,                0.25197,                0.92868,                 0.9782,                0.96322,                 0.9854,                0.89038,                0.51174,                0.29399,                 1.0977,             0.00025762,             0.00025762,             0.00025762
                    430,                0.31021,                0.23574,                0.92434,                0.97375,                0.96322,                0.98181,                0.88871,                0.51588,                0.29653,                  1.106,             0.00025432,             0.00025432,             0.00025432
                    431,                0.29629,                0.23263,                 0.9112,                0.96196,                0.95934,                0.97762,                0.88551,                0.51451,                0.30871,                 1.0952,             0.00025102,             0.00025102,             0.00025102
                    432,                0.30025,                0.24414,                0.90288,                0.96181,                0.95985,                0.97319,                0.87781,                0.50926,                0.30779,                  1.094,             0.00024772,             0.00024772,             0.00024772
                    433,                 0.3074,                0.24599,                0.91546,                0.96498,                0.95769,                 0.9772,                0.88272,                0.49532,                0.31474,                 1.0834,             0.00024442,             0.00024442,             0.00024442
                    434,                 0.3057,                0.23688,                0.91624,                0.96537,                0.96176,                0.97827,                0.88041,                0.49771,                0.31629,                 1.0824,             0.00024111,             0.00024111,             0.00024111
                    435,                0.31338,                0.24558,                0.92006,                0.95688,                0.95854,                0.97482,                0.87873,                 0.4924,                0.30182,                 1.0768,             0.00023781,             0.00023781,             0.00023781
                    436,                0.30831,                0.24681,                0.91654,                0.97019,                0.95863,                0.97822,                 0.8868,                0.49076,                0.30205,                 1.0768,             0.00023451,             0.00023451,             0.00023451
                    437,                0.31737,                0.23827,                0.92526,                0.96886,                0.95863,                0.98158,                0.88961,                0.49038,                0.30381,                 1.0813,             0.00023121,             0.00023121,             0.00023121
                    438,                0.29698,                0.23122,                0.91541,                0.96926,                 0.9541,                0.98106,                0.88869,                0.49622,                  0.305,                 1.0828,             0.00022791,             0.00022791,             0.00022791
                    439,                0.29696,                0.23955,                0.91856,                0.97158,                0.95646,                0.98103,                0.88564,                0.51439,                0.29935,                 1.0957,             0.00022461,             0.00022461,             0.00022461
                    440,                0.30107,                0.22823,                0.91622,                0.97448,                0.95863,                0.98104,                0.88335,                0.51712,                0.29732,                 1.0974,             0.00022131,             0.00022131,             0.00022131
                    441,                  0.313,                 0.2419,                0.90994,                0.97492,                0.95726,                0.98141,                0.88702,                0.51528,                0.29353,                 1.1003,             0.00021801,             0.00021801,             0.00021801
                    442,                0.31518,                 0.2401,                0.92142,                0.97508,                0.95863,                0.98071,                0.88815,                0.51902,                0.29673,                 1.1081,             0.00021471,             0.00021471,             0.00021471
                    443,                0.31118,                0.24128,                0.92711,                0.97886,                0.94311,                0.97631,                0.88914,                0.51532,                0.29432,                 1.1088,             0.00021141,             0.00021141,             0.00021141
                    444,                 0.3013,                0.22656,                0.91191,                0.97652,                0.94238,                0.97447,                 0.8858,                0.50615,                0.29516,                 1.1001,             0.00020811,             0.00020811,             0.00020811
                    445,                0.30552,                0.23582,                0.90752,                0.97598,                0.94416,                0.97221,                0.88361,                0.50884,                0.29753,                 1.1068,             0.00020481,             0.00020481,             0.00020481
                    446,                0.30222,                0.23703,                0.91086,                0.97159,                0.95112,                0.97911,                0.88534,                 0.5086,                0.30286,                 1.1092,             0.00020151,             0.00020151,             0.00020151
                    447,                0.29882,                0.23222,                0.91956,                0.96904,                0.95235,                0.98048,                0.88578,                0.51011,                0.30749,                 1.1082,             0.00019821,             0.00019821,             0.00019821
                    448,                 0.2844,                 0.2192,                0.90178,                0.97019,                0.95375,                0.98325,                0.88549,                0.51545,                0.30019,                 1.1085,             0.00019491,             0.00019491,             0.00019491
                    449,                0.30173,                0.22443,                0.92098,                0.96875,                0.95854,                0.98374,                0.88423,                0.51952,                0.30024,                 1.1095,              0.0001916,              0.0001916,              0.0001916
                    450,                0.30192,                0.23615,                0.92275,                0.97158,                0.95847,                0.98423,                0.88367,                0.51685,                0.30503,                 1.1029,              0.0001883,              0.0001883,              0.0001883
                    451,                0.28263,                0.22124,                0.90514,                0.97097,                 0.9549,                0.98493,                0.88369,                0.50334,                0.31413,                 1.0897,               0.000185,               0.000185,               0.000185
                    452,                0.29023,                0.23199,                0.91621,                0.96506,                0.95396,                0.98074,                0.88729,                0.50603,                0.31898,                 1.0939,              0.0001817,              0.0001817,              0.0001817
                    453,                0.30064,                0.23281,                0.92059,                0.96766,                0.95854,                0.98145,                0.88837,                0.50676,                0.31634,                 1.0957,              0.0001784,              0.0001784,              0.0001784
                    454,                0.29694,                0.22655,                0.91685,                0.95731,                0.95854,                0.98138,                0.88599,                0.51123,                0.30623,                 1.1026,              0.0001751,              0.0001751,              0.0001751
                    455,                0.30372,                0.22304,                0.92271,                0.97311,                 0.9402,                0.98202,                0.89059,                 0.5062,                0.30532,                 1.0993,              0.0001718,              0.0001718,              0.0001718
                    456,                0.30463,                0.23762,                0.92014,                0.96924,                0.94157,                0.98245,                0.89286,                 0.5014,                0.30699,                 1.0922,              0.0001685,              0.0001685,              0.0001685
                    457,                 0.3006,                0.22998,                0.90957,                0.95837,                0.95396,                0.98272,                0.89447,                0.50509,                0.30109,                 1.0996,              0.0001652,              0.0001652,              0.0001652
                    458,                 0.2983,                0.22533,                0.91025,                0.96661,                0.94716,                0.98302,                0.89317,                0.50426,                 0.3017,                 1.1032,              0.0001619,              0.0001619,              0.0001619
                    459,                0.29729,                0.22888,                0.90882,                0.96968,                0.95351,                0.98204,                0.89276,                0.50526,                0.30612,                 1.1065,              0.0001586,              0.0001586,              0.0001586
                    460,                0.30196,                0.23003,                0.90703,                0.97234,                0.94937,                0.98114,                0.89539,                0.50428,                0.30784,                  1.105,              0.0001553,              0.0001553,              0.0001553
                    461,                0.29346,                0.23567,                0.90595,                0.96799,                0.95396,                0.98183,                0.88637,                0.51535,                0.30354,                 1.1162,               0.000152,               0.000152,               0.000152
                    462,                0.28984,                0.21843,                0.91408,                0.97064,                0.95349,                0.98068,                0.88521,                0.51733,                0.30417,                  1.118,              0.0001487,              0.0001487,              0.0001487
                    463,                0.29622,                0.23603,                0.91109,                0.97099,                0.95834,                 0.9789,                0.88507,                0.51609,                0.30275,                 1.1163,              0.0001454,              0.0001454,              0.0001454
                    464,                0.28713,                0.22951,                0.92483,                0.96559,                0.95322,                0.97854,                0.88829,                 0.4994,                0.30674,                 1.1001,              0.0001421,              0.0001421,              0.0001421
                    465,                0.29503,                0.22418,                 0.9098,                0.96994,                0.94928,                0.98228,                0.88597,                0.49957,                0.30361,                 1.1012,             0.00013879,             0.00013879,             0.00013879
                    466,                0.28954,                  0.225,                0.91485,                0.97838,                0.94314,                0.98505,                0.88598,                0.49816,                0.30454,                 1.0932,             0.00013549,             0.00013549,             0.00013549
                    467,                0.30101,                0.22589,                0.91655,                0.97424,                0.95046,                0.98527,                0.88541,                0.49419,                0.30495,                 1.0883,             0.00013219,             0.00013219,             0.00013219
                    468,                0.28329,                0.22705,                 0.9165,                0.98398,                0.95024,                 0.9836,                0.88462,                0.48717,                0.30288,                 1.0818,             0.00012889,             0.00012889,             0.00012889
                    469,                 0.2853,                0.21909,                0.90567,                0.98544,                0.94533,                0.98352,                0.88516,                0.48468,                0.30171,                 1.0766,             0.00012559,             0.00012559,             0.00012559
                    470,                0.30707,                0.22487,                0.92005,                 0.9724,                0.95237,                0.98305,                0.88852,                0.48163,                0.29762,                  1.079,             0.00012229,             0.00012229,             0.00012229
                    471,                0.29168,                0.22199,                0.91123,                0.97607,                0.94921,                0.98252,                0.89126,                0.48071,                0.28977,                 1.0782,             0.00011899,             0.00011899,             0.00011899
